Host,Nice,Method,Duration
BWN12101,-5,import,1413905
BWN12101,-5,import,1421687
BWN12101,-5,import,1364512
BWN12101,-5,import,1368166
BWN12101,-5,import,1364799
BWN12101,-5,import,1592103
BWN12101,-5,import,1415111
BWN12101,-5,import,1426629
BWN12101,-5,import,2069846
BWN12101,-5,import,1483463
BWN12101,-5,import,1419849
BWN12101,-5,import,1382431
BWN12101,-5,import,1400302
BWN12101,-5,import,1368439
BWN12101,-5,import,1652158
BWN12101,-5,import,1355338
BWN12101,-5,import,1614302
BWN12101,-5,import,1457897
BWN12101,-5,import,1379001
BWN12101,-5,import,1382855
BWN12101,-5,import,1368812
BWN12101,-5,import,1504786
BWN12101,-5,import,1424323
BWN12101,-5,import,1365480
BWN12101,-5,import,1401529
BWN12101,-5,import,1396012
BWN12101,-5,import,1449066
BWN12101,-5,import,1415487
BWN12101,-5,import,1387227
BWN12101,-5,import,1380166
BWN12101,-5,import,1358666
BWN12101,-5,import,1401676
BWN12101,-5,import,1441494
BWN12101,-5,import,1392874
BWN12101,-5,import,1377153
BWN12101,-5,import,1376748
BWN12101,-5,import,1363403
BWN12101,-5,import,1408144
BWN12101,-5,import,1387148
BWN12101,-5,import,1519727
BWN12101,-5,import,1385143
BWN12101,-5,import,1589502
BWN12101,-5,import,1377472
BWN12101,-5,import,1372672
BWN12101,-5,import,1413978
BWN12101,-5,import,1707817
BWN12101,-5,import,1408090
BWN12101,-5,import,1466093
BWN12101,-5,import,1372767
BWN12101,-5,import,1356249
BWN12101,-5,import,1512173
BWN12101,-5,import,1501202
BWN12101,-5,import,1388055
BWN12101,-5,import,1669942
BWN12101,-5,import,1396505
BWN12101,-5,import,1465137
BWN12101,-5,import,1393261
BWN12101,-5,import,1375004
BWN12101,-5,import,1376435
BWN12101,-5,import,1449234
BWN12101,-5,import,1397860
BWN12101,-5,import,1376071
BWN12101,-5,import,1401500
BWN12101,-5,import,1473745
BWN12101,-5,import,1446697
BWN12101,-5,import,1377158
BWN12101,-5,import,1383356
BWN12101,-5,import,1409452
BWN12101,-5,import,1459057
BWN12101,-5,import,1372221
BWN12101,-5,import,1379608
BWN12101,-5,import,1451526
BWN12101,-5,import,1467288
BWN12101,-5,import,1382772
BWN12101,-5,import,1503342
BWN12101,-5,import,1452433
BWN12101,-5,import,1389229
BWN12101,-5,import,1509554
BWN12101,-5,import,1429130
BWN12101,-5,import,1736913
BWN12101,-5,import,1409810
BWN12101,-5,import,1384582
BWN12101,-5,import,1380457
BWN12101,-5,import,1738904
BWN12101,-5,import,1434140
BWN12101,-5,import,1411405
BWN12101,-5,import,1386749
BWN12101,-5,import,1446226
BWN12101,-5,import,1444304
BWN12101,-5,import,1401292
BWN12101,-5,import,1534594
BWN12101,-5,import,1410492
BWN12101,-5,import,1379742
BWN12101,-5,import,1365450
BWN12101,-5,import,1428802
BWN12101,-5,import,1417106
BWN12101,-5,import,1369201
BWN12101,-5,import,1453366
BWN12101,-5,import,1380869
BWN12101,-5,import,1374433
BWN12101,-5,import,1421806
BWN12101,-5,import,1379397
BWN12101,-5,import,1382833
BWN12101,-5,import,1369202
BWN12101,-5,import,1375715
BWN12101,-5,import,1800811
BWN12101,-5,import,1398213
BWN12101,-5,import,1515701
BWN12101,-5,import,1566550
BWN12101,-5,import,1475174
BWN12101,-5,import,1444036
BWN12101,-5,import,1549091
BWN12101,-5,import,1544316
BWN12101,-5,import,1435766
BWN12101,-5,import,1378587
BWN12101,-5,import,1814015
BWN12101,-5,import,1402248
BWN12101,-5,import,1376271
BWN12101,-5,import,1417241
BWN12101,-5,import,1380680
BWN12101,-5,import,1480425
BWN12101,-5,import,1378952
BWN12101,-5,import,1419952
BWN12101,-5,import,1437288
BWN12101,-5,import,1374639
BWN12101,-5,import,1379214
BWN12101,-5,import,1364605
BWN12101,-5,import,1460925
BWN12101,-5,import,1437302
BWN12101,-5,import,1357452
BWN12101,-5,import,1409811
BWN12101,-5,import,1365657
BWN12101,-5,import,1416395
BWN12101,-5,import,2498988
BWN12101,-5,import,1579055
BWN12101,-5,import,1391955
BWN12101,-5,import,1412455
BWN12101,-5,import,1364981
BWN12101,-5,import,1374597
BWN12101,-5,import,1353158
BWN12101,-5,import,1376273
BWN12101,-5,import,1499048
BWN12101,-5,import,1643990
BWN12101,-5,import,1470335
BWN12101,-5,import,1401014
BWN12101,-5,import,1400834
BWN12101,-5,import,1462855
BWN12101,-5,import,1424381
BWN12101,-5,import,1400999
BWN12101,-5,import,1422446
BWN12101,-5,import,1375328
BWN12101,-5,import,1962896
BWN12101,-5,import,1362724
BWN12101,-5,import,1381353
BWN12101,-5,import,1496343
BWN12101,-5,import,1421763
BWN12101,-5,import,1506155
BWN12101,-5,import,1391290
BWN12101,-5,import,1466472
BWN12101,-5,import,1417112
BWN12101,-5,import,1408881
BWN12101,-5,import,1395914
BWN12101,-5,import,1427176
BWN12101,-5,import,1387299
BWN12101,-5,import,1413902
BWN12101,-5,import,1364892
BWN12101,-5,import,1437903
BWN12101,-5,import,1369591
BWN12101,-5,import,1542433
BWN12101,-5,import,1552553
BWN12101,-5,import,1414944
BWN12101,-5,import,1438451
BWN12101,-5,import,1378030
BWN12101,-5,import,1398018
BWN12101,-5,import,1390349
BWN12101,-5,import,1425816
BWN12101,-5,import,1396578
BWN12101,-5,import,1428291
BWN12101,-5,import,1756773
BWN12101,-5,import,1354266
BWN12101,-5,import,1475630
BWN12101,-5,import,1389890
BWN12101,-5,import,1378768
BWN12101,-5,import,1398885
BWN12101,-5,import,1383124
BWN12101,-5,import,1433104
BWN12101,-5,import,1373742
BWN12101,-5,import,1589128
BWN12101,-5,import,1412121
BWN12101,-5,import,1454966
BWN12101,-5,import,1401346
BWN12101,-5,import,1476876
BWN12101,-5,import,1451178
BWN12101,-5,import,1443797
BWN12101,-5,import,1451781
BWN12101,-5,import,1374808
BWN12101,-5,import,1673583
BWN12101,-5,import,1447386
BWN12101,-5,import,1434275
BWN12101,-5,import,1368795
BWN12101,-5,import,1359837
BWN12101,-5,import,1437315
BWN12101,-5,import,1617201
BWN12101,-5,import,1367080
BWN12101,-5,import,1440304
BWN12101,-5,import,1767758
BWN12101,-5,import,1383861
BWN12101,-5,import,1379071
BWN12101,-5,import,1412643
BWN12101,-5,import,1392214
BWN12101,-5,import,1413112
BWN12101,-5,import,1438217
BWN12101,-5,import,1387317
BWN12101,-5,import,1412024
BWN12101,-5,import,1535830
BWN12101,-5,import,1378867
BWN12101,-5,import,1371658
BWN12101,-5,import,1431631
BWN12101,-5,import,1382731
BWN12101,-5,import,1378837
BWN12101,-5,import,1354485
BWN12101,-5,import,1410439
BWN12101,-5,import,1454868
BWN12101,-5,import,1396808
BWN12101,-5,import,1352863
BWN12101,-5,import,1475157
BWN12101,-5,import,1416230
BWN12101,-5,import,1414655
BWN12101,-5,import,1385748
BWN12101,-5,import,1397590
BWN12101,-5,import,1361824
BWN12101,-5,import,1497148
BWN12101,-5,import,1378641
BWN12101,-5,import,1398206
BWN12101,-5,import,1437036
BWN12101,-5,import,1368078
BWN12101,-5,import,1437252
BWN12101,-5,import,1418948
BWN12101,-5,import,1482794
BWN12101,-5,import,1387522
BWN12101,-5,import,1440143
BWN12101,-5,import,1604527
BWN12101,-5,import,1437672
BWN12101,-5,import,1388667
BWN12101,-5,import,1494656
BWN12101,-5,import,1377246
BWN12101,-5,import,1369590
BWN12101,-5,import,1371868
BWN12101,-5,import,1400858
BWN12101,-5,import,1404260
BWN12101,-5,import,1372314
BWN12101,-5,import,1505356
BWN12101,-5,import,1369798
BWN12101,-5,import,1383095
BWN12101,-5,import,1550004
BWN12101,-5,import,1405335
BWN12101,-5,import,1420262
BWN12101,-5,import,1442258
BWN12101,-5,import,1382806
BWN12101,-5,import,1447781
BWN12101,-5,import,1399784
BWN12101,-5,import,1488787
BWN12101,-5,import,1489028
BWN12101,-5,import,1426071
BWN12101,-5,import,1413437
BWN12101,-5,import,1379689
BWN12101,-5,import,1397640
BWN12101,-5,import,1382004
BWN12101,-5,import,1360741
BWN12101,-5,import,1373926
BWN12101,-5,import,1536010
BWN12101,-5,import,1414081
BWN12101,-5,import,1476315
BWN12101,-5,import,1486221
BWN12101,-5,import,1355562
BWN12101,-5,import,1382467
BWN12101,-5,import,1441575
BWN12101,-5,import,1397886
BWN12101,-5,import,1372264
BWN12101,-5,import,1384259
BWN12101,-5,import,1388719
BWN12101,-5,import,1378518
BWN12101,-5,import,1360227
BWN12101,-5,import,1417909
BWN12101,-5,import,1553026
BWN12101,-5,import,1371298
BWN12101,-5,import,1454330
BWN12101,-5,import,1357419
BWN12101,-5,import,1392394
BWN12101,-5,import,1423204
BWN12101,-5,import,1393722
BWN12101,-5,import,1436621
BWN12101,-5,import,1373668
BWN12101,-5,import,1549731
BWN12101,-5,import,1412010
BWN12101,-5,import,1448259
BWN12101,-5,import,1433446
BWN12101,-5,import,1448408
BWN12101,-5,import,1502077
BWN12101,-5,import,1507617
BWN12101,-5,import,1385769
BWN12101,-5,import,1409555
BWN12101,-5,import,1545601
BWN12101,-5,import,1402283
BWN12101,-5,import,1440564
BWN12101,-5,import,1406819
BWN12101,-5,import,1426950
BWN12101,-5,import,1433689
BWN12101,-5,import,1372964
BWN12101,-5,import,1481852
BWN12101,-5,import,1448494
BWN12101,-5,import,1415659
BWN12101,-5,import,1384303
BWN12101,-5,import,2894440
BWN12101,-5,import,1419289
BWN12101,-5,import,1461092
BWN12101,-5,import,1363728
BWN12101,-5,import,1497171
BWN12101,-5,import,1401121
BWN12101,-5,import,1413901
BWN12101,-5,import,1459821
BWN12101,-5,import,1431308
BWN12101,-5,import,1382606
BWN12101,-5,import,1387847
BWN12101,-5,import,1387554
BWN12101,-5,import,1630626
BWN12101,-5,import,1373341
BWN12101,-5,import,1479339
BWN12101,-5,import,1430528
BWN12101,-5,import,1376337
BWN12101,-5,import,1502271
BWN12101,-5,import,1442118
BWN12101,-5,import,1463120
BWN12101,-5,import,1381980
BWN12101,-5,import,1441644
BWN12101,-5,import,1464318
BWN12101,-5,import,1374637
BWN12101,-5,import,1373696
BWN12101,-5,import,1376503
BWN12101,-5,import,1413060
BWN12101,-5,import,1400739
BWN12101,-5,import,2021594
BWN12101,-5,import,1382331
BWN12101,-5,import,1432477
BWN12101,-5,import,1623914
BWN12101,-5,import,1441839
BWN12101,-5,import,1383290
BWN12101,-5,import,1381748
BWN12101,-5,import,1391882
BWN12101,-5,import,1516240
BWN12101,-5,import,1395691
BWN12101,-5,import,1423206
BWN12101,-5,import,1374665
BWN12101,-5,import,1363773
BWN12101,-5,import,1392213
BWN12101,-5,import,1401464
BWN12101,-5,import,1485102
BWN12101,-5,import,1424635
BWN12101,-5,import,1490839
BWN12101,-5,import,1624031
BWN12101,-5,import,1404536
BWN12101,-5,import,1361665
BWN12101,-5,import,1455336
BWN12101,-5,import,1393879
BWN12101,-5,import,1427537
BWN12101,-5,import,1376566
BWN12101,-5,import,1469547
BWN12101,-5,import,1435575
BWN12101,-5,import,1541602
BWN12101,-5,import,1383826
BWN12101,-5,import,1608819
BWN12101,-5,import,1623293
BWN12101,-5,import,1442851
BWN12101,-5,import,1404763
BWN12101,-5,import,1415022
BWN12101,-5,import,1421053
BWN12101,-5,import,1563766
BWN12101,-5,import,1413409
BWN12101,-5,import,1369722
BWN12101,-5,import,1373732
BWN12101,-5,import,1448938
BWN12101,-5,import,1450294
BWN12101,-5,import,1379022
BWN12101,-5,import,1430035
BWN12101,-5,import,1470650
BWN12101,-5,import,1373192
BWN12101,-5,import,1378286
BWN12101,-5,import,1384390
BWN12101,-5,import,1387293
BWN12101,-5,import,1418949
BWN12101,-5,import,1361040
BWN12101,-5,import,1453784
BWN12101,-5,import,1456872
BWN12101,-5,import,1440435
BWN12101,-5,import,1437098
BWN12101,-5,import,1382450
BWN12101,-5,import,1381367
BWN12101,-5,import,1518816
BWN12101,-5,import,1621593
BWN12101,-5,import,1361902
BWN12101,-5,import,1458453
BWN12101,-5,import,1414253
BWN12101,-5,import,1623499
BWN12101,-5,import,1461052
BWN12101,-5,import,1372388
BWN12101,-5,import,1362707
BWN12101,-5,import,1413232
BWN12101,-5,import,1428594
BWN12101,-5,import,1450750
BWN12101,-5,import,1466563
BWN12101,-5,import,1955798
BWN12101,-5,import,1417291
BWN12101,-5,import,1434953
BWN12101,-5,import,1410461
BWN12101,-5,import,1423678
BWN12101,-5,import,1414893
BWN12101,-5,import,1369968
BWN12101,-5,import,1405171
BWN12101,-5,import,1376488
BWN12101,-5,import,1398688
BWN12101,-5,import,1363846
BWN12101,-5,import,1402855
BWN12101,-5,import,1442154
BWN12101,-5,import,1417674
BWN12101,-5,import,1400858
BWN12101,-5,import,1462389
BWN12101,-5,import,1377803
BWN12101,-5,import,1398078
BWN12101,-5,import,1422189
BWN12101,-5,import,1459172
BWN12101,-5,import,1456751
BWN12101,-5,import,1413599
BWN12101,-5,import,1453149
BWN12101,-5,import,1425875
BWN12101,-5,import,1380037
BWN12101,-5,import,1394983
BWN12101,-5,import,1384774
BWN12101,-5,import,1367773
BWN12101,-5,import,1382145
BWN12101,-5,import,1379916
BWN12101,-5,import,1411633
BWN12101,-5,import,1370919
BWN12101,-5,import,1496747
BWN12101,-5,__import__,1483882
BWN12101,-5,__import__,1393363
BWN12101,-5,__import__,1383625
BWN12101,-5,__import__,1393124
BWN12101,-5,__import__,1432179
BWN12101,-5,__import__,1376718
BWN12101,-5,__import__,1380070
BWN12101,-5,__import__,1418926
BWN12101,-5,__import__,1403074
BWN12101,-5,__import__,1471743
BWN12101,-5,__import__,1380114
BWN12101,-5,__import__,1380954
BWN12101,-5,__import__,1385548
BWN12101,-5,__import__,1369946
BWN12101,-5,__import__,1439632
BWN12101,-5,__import__,1380623
BWN12101,-5,__import__,1388599
BWN12101,-5,__import__,1405040
BWN12101,-5,__import__,1387654
BWN12101,-5,__import__,1395283
BWN12101,-5,__import__,1398770
BWN12101,-5,__import__,1399455
BWN12101,-5,__import__,1466864
BWN12101,-5,__import__,1368108
BWN12101,-5,__import__,1545025
BWN12101,-5,__import__,1378767
BWN12101,-5,__import__,1438882
BWN12101,-5,__import__,1505865
BWN12101,-5,__import__,1368168
BWN12101,-5,__import__,1366914
BWN12101,-5,__import__,1455869
BWN12101,-5,__import__,1398215
BWN12101,-5,__import__,1396722
BWN12101,-5,__import__,1438113
BWN12101,-5,__import__,1392184
BWN12101,-5,__import__,1401119
BWN12101,-5,__import__,1470568
BWN12101,-5,__import__,1384395
BWN12101,-5,__import__,1386931
BWN12101,-5,__import__,1435817
BWN12101,-5,__import__,1458185
BWN12101,-5,__import__,1423293
BWN12101,-5,__import__,1434331
BWN12101,-5,__import__,1452237
BWN12101,-5,__import__,1381813
BWN12101,-5,__import__,1474425
BWN12101,-5,__import__,1399009
BWN12101,-5,__import__,1386221
BWN12101,-5,__import__,2583578
BWN12101,-5,__import__,1436481
BWN12101,-5,__import__,1383695
BWN12101,-5,__import__,1424282
BWN12101,-5,__import__,1533931
BWN12101,-5,__import__,1473738
BWN12101,-5,__import__,1474778
BWN12101,-5,__import__,1413859
BWN12101,-5,__import__,1473495
BWN12101,-5,__import__,1499168
BWN12101,-5,__import__,1375651
BWN12101,-5,__import__,1407845
BWN12101,-5,__import__,1407029
BWN12101,-5,__import__,1452040
BWN12101,-5,__import__,1402508
BWN12101,-5,__import__,1480119
BWN12101,-5,__import__,1383911
BWN12101,-5,__import__,1391598
BWN12101,-5,__import__,1444557
BWN12101,-5,__import__,1421408
BWN12101,-5,__import__,1358386
BWN12101,-5,__import__,1461048
BWN12101,-5,__import__,1373812
BWN12101,-5,__import__,1459236
BWN12101,-5,__import__,1421738
BWN12101,-5,__import__,1432863
BWN12101,-5,__import__,1437527
BWN12101,-5,__import__,1402418
BWN12101,-5,__import__,1389784
BWN12101,-5,__import__,1376710
BWN12101,-5,__import__,1392879
BWN12101,-5,__import__,1379723
BWN12101,-5,__import__,1432006
BWN12101,-5,__import__,1427451
BWN12101,-5,__import__,1427016
BWN12101,-5,__import__,1386793
BWN12101,-5,__import__,1415709
BWN12101,-5,__import__,1434624
BWN12101,-5,__import__,1448227
BWN12101,-5,__import__,1365769
BWN12101,-5,__import__,1373361
BWN12101,-5,__import__,1382437
BWN12101,-5,__import__,1398537
BWN12101,-5,__import__,1362804
BWN12101,-5,__import__,1378352
BWN12101,-5,__import__,1412085
BWN12101,-5,__import__,1371712
BWN12101,-5,__import__,1372291
BWN12101,-5,__import__,1496817
BWN12101,-5,__import__,1369885
BWN12101,-5,__import__,1439690
BWN12101,-5,__import__,1395240
BWN12101,-5,__import__,1376032
BWN12101,-5,__import__,1416481
BWN12101,-5,__import__,1368070
BWN12101,-5,__import__,1384949
BWN12101,-5,__import__,1418495
BWN12101,-5,__import__,1372036
BWN12101,-5,__import__,1406402
BWN12101,-5,__import__,1445035
BWN12101,-5,__import__,1394487
BWN12101,-5,__import__,1389020
BWN12101,-5,__import__,1392725
BWN12101,-5,__import__,1395410
BWN12101,-5,__import__,1382006
BWN12101,-5,__import__,1406857
BWN12101,-5,__import__,1438574
BWN12101,-5,__import__,1435514
BWN12101,-5,__import__,1521671
BWN12101,-5,__import__,1434195
BWN12101,-5,__import__,1365139
BWN12101,-5,__import__,1382050
BWN12101,-5,__import__,1430118
BWN12101,-5,__import__,1386042
BWN12101,-5,__import__,1394563
BWN12101,-5,__import__,1395731
BWN12101,-5,__import__,1437747
BWN12101,-5,__import__,1425288
BWN12101,-5,__import__,1437215
BWN12101,-5,__import__,1439885
BWN12101,-5,__import__,1375268
BWN12101,-5,__import__,1450170
BWN12101,-5,__import__,1370527
BWN12101,-5,__import__,1430615
BWN12101,-5,__import__,1458854
BWN12101,-5,__import__,1367672
BWN12101,-5,__import__,1367913
BWN12101,-5,__import__,1429745
BWN12101,-5,__import__,1371153
BWN12101,-5,__import__,1417422
BWN12101,-5,__import__,1354474
BWN12101,-5,__import__,1437332
BWN12101,-5,__import__,1542353
BWN12101,-5,__import__,1389880
BWN12101,-5,__import__,1361871
BWN12101,-5,__import__,1427717
BWN12101,-5,__import__,1391840
BWN12101,-5,__import__,1468286
BWN12101,-5,__import__,1375545
BWN12101,-5,__import__,1478289
BWN12101,-5,__import__,1445453
BWN12101,-5,__import__,1462159
BWN12101,-5,__import__,1464169
BWN12101,-5,__import__,1440479
BWN12101,-5,__import__,1453905
BWN12101,-5,__import__,1465963
BWN12101,-5,__import__,1491837
BWN12101,-5,__import__,1355037
BWN12101,-5,__import__,1432063
BWN12101,-5,__import__,1383628
BWN12101,-5,__import__,1370538
BWN12101,-5,__import__,1505130
BWN12101,-5,__import__,1361150
BWN12101,-5,__import__,1375440
BWN12101,-5,__import__,1375474
BWN12101,-5,__import__,1435888
BWN12101,-5,__import__,1393418
BWN12101,-5,__import__,1893100
BWN12101,-5,__import__,1498820
BWN12101,-5,__import__,1406936
BWN12101,-5,__import__,1461526
BWN12101,-5,__import__,1440074
BWN12101,-5,__import__,1452513
BWN12101,-5,__import__,1479585
BWN12101,-5,__import__,1497580
BWN12101,-5,__import__,1378527
BWN12101,-5,__import__,1473328
BWN12101,-5,__import__,1378473
BWN12101,-5,__import__,1383103
BWN12101,-5,__import__,1369985
BWN12101,-5,__import__,1450185
BWN12101,-5,__import__,1455074
BWN12101,-5,__import__,1410007
BWN12101,-5,__import__,1421935
BWN12101,-5,__import__,1453424
BWN12101,-5,__import__,1502915
BWN12101,-5,__import__,1383780
BWN12101,-5,__import__,1422642
BWN12101,-5,__import__,1431380
BWN12101,-5,__import__,1440794
BWN12101,-5,__import__,1384423
BWN12101,-5,__import__,1390765
BWN12101,-5,__import__,1434716
BWN12101,-5,__import__,1383035
BWN12101,-5,__import__,1391521
BWN12101,-5,__import__,1371889
BWN12101,-5,__import__,1377402
BWN12101,-5,__import__,1407024
BWN12101,-5,__import__,1390709
BWN12101,-5,__import__,1410081
BWN12101,-5,__import__,1704305
BWN12101,-5,__import__,1369887
BWN12101,-5,__import__,1372073
BWN12101,-5,__import__,1453113
BWN12101,-5,__import__,1382754
BWN12101,-5,__import__,1441126
BWN12101,-5,__import__,1469470
BWN12101,-5,__import__,1432130
BWN12101,-5,__import__,1471190
BWN12101,-5,__import__,1407451
BWN12101,-5,__import__,1436755
BWN12101,-5,__import__,1867181
BWN12101,-5,__import__,1448003
BWN12101,-5,__import__,1357866
BWN12101,-5,__import__,1355852
BWN12101,-5,__import__,1385232
BWN12101,-5,__import__,1442676
BWN12101,-5,__import__,1453545
BWN12101,-5,__import__,1371712
BWN12101,-5,__import__,1403506
BWN12101,-5,__import__,1519245
BWN12101,-5,__import__,1416363
BWN12101,-5,__import__,1430397
BWN12101,-5,__import__,1396904
BWN12101,-5,__import__,1452104
BWN12101,-5,__import__,1467970
BWN12101,-5,__import__,1485101
BWN12101,-5,__import__,1390316
BWN12101,-5,__import__,1433661
BWN12101,-5,__import__,2358746
BWN12101,-5,__import__,1489305
BWN12101,-5,__import__,1381900
BWN12101,-5,__import__,1444423
BWN12101,-5,__import__,1680193
BWN12101,-5,__import__,1379216
BWN12101,-5,__import__,1387192
BWN12101,-5,__import__,1417116
BWN12101,-5,__import__,1562376
BWN12101,-5,__import__,1702705
BWN12101,-5,__import__,1460282
BWN12101,-5,__import__,1384231
BWN12101,-5,__import__,1375352
BWN12101,-5,__import__,1513760
BWN12101,-5,__import__,1410963
BWN12101,-5,__import__,1412753
BWN12101,-5,__import__,1473017
BWN12101,-5,__import__,2135852
BWN12101,-5,__import__,1575974
BWN12101,-5,__import__,1613559
BWN12101,-5,__import__,1537848
BWN12101,-5,__import__,1507812
BWN12101,-5,__import__,1714562
BWN12101,-5,__import__,1418222
BWN12101,-5,__import__,1383990
BWN12101,-5,__import__,1374790
BWN12101,-5,__import__,1410391
BWN12101,-5,__import__,1375265
BWN12101,-5,__import__,1414975
BWN12101,-5,__import__,1385404
BWN12101,-5,__import__,1371813
BWN12101,-5,__import__,1369823
BWN12101,-5,__import__,1493550
BWN12101,-5,__import__,1549114
BWN12101,-5,__import__,1374846
BWN12101,-5,__import__,1552827
BWN12101,-5,__import__,1386450
BWN12101,-5,__import__,1419922
BWN12101,-5,__import__,1436384
BWN12101,-5,__import__,1532789
BWN12101,-5,__import__,1444964
BWN12101,-5,__import__,1371622
BWN12101,-5,__import__,1442836
BWN12101,-5,__import__,1371891
BWN12101,-5,__import__,1526113
BWN12101,-5,__import__,1494890
BWN12101,-5,__import__,1403825
BWN12101,-5,__import__,1411017
BWN12101,-5,__import__,1405540
BWN12101,-5,__import__,1379474
BWN12101,-5,__import__,1436123
BWN12101,-5,__import__,1395483
BWN12101,-5,__import__,1383701
BWN12101,-5,__import__,1405833
BWN12101,-5,__import__,1462769
BWN12101,-5,__import__,1416447
BWN12101,-5,__import__,1359727
BWN12101,-5,__import__,1380024
BWN12101,-5,__import__,1433036
BWN12101,-5,__import__,1451768
BWN12101,-5,__import__,1474283
BWN12101,-5,__import__,1402315
BWN12101,-5,__import__,1378674
BWN12101,-5,__import__,1427393
BWN12101,-5,__import__,1396371
BWN12101,-5,__import__,1447329
BWN12101,-5,__import__,1385387
BWN12101,-5,__import__,1380654
BWN12101,-5,__import__,1385971
BWN12101,-5,__import__,1567010
BWN12101,-5,__import__,1398436
BWN12101,-5,__import__,1404224
BWN12101,-5,__import__,1445376
BWN12101,-5,__import__,1419141
BWN12101,-5,__import__,1457531
BWN12101,-5,__import__,1404880
BWN12101,-5,__import__,1380346
BWN12101,-5,__import__,1392499
BWN12101,-5,__import__,1389363
BWN12101,-5,__import__,1584396
BWN12101,-5,__import__,1427836
BWN12101,-5,__import__,1507948
BWN12101,-5,__import__,1428306
BWN12101,-5,__import__,1684057
BWN12101,-5,__import__,1428988
BWN12101,-5,__import__,1368853
BWN12101,-5,__import__,1369811
BWN12101,-5,__import__,1360027
BWN12101,-5,__import__,1417614
BWN12101,-5,__import__,1361735
BWN12101,-5,__import__,1470608
BWN12101,-5,__import__,1429840
BWN12101,-5,__import__,1427669
BWN12101,-5,__import__,1462395
BWN12101,-5,__import__,1418998
BWN12101,-5,__import__,1370212
BWN12101,-5,__import__,1416815
BWN12101,-5,__import__,1441250
BWN12101,-5,__import__,1378801
BWN12101,-5,__import__,1512457
BWN12101,-5,__import__,1734947
BWN12101,-5,__import__,1383011
BWN12101,-5,__import__,1388261
BWN12101,-5,__import__,1383142
BWN12101,-5,__import__,1504346
BWN12101,-5,__import__,1517274
BWN12101,-5,__import__,1446026
BWN12101,-5,__import__,1463257
BWN12101,-5,__import__,1414995
BWN12101,-5,__import__,1401426
BWN12101,-5,__import__,1442404
BWN12101,-5,__import__,1466242
BWN12101,-5,__import__,1510962
BWN12101,-5,__import__,1439865
BWN12101,-5,__import__,1378678
BWN12101,-5,__import__,1390217
BWN12101,-5,__import__,1363046
BWN12101,-5,__import__,1548475
BWN12101,-5,__import__,1390433
BWN12101,-5,__import__,1380940
BWN12101,-5,__import__,1445055
BWN12101,-5,__import__,1420227
BWN12101,-5,__import__,1385313
BWN12101,-5,__import__,1371614
BWN12101,-5,__import__,1440605
BWN12101,-5,__import__,1385246
BWN12101,-5,__import__,1397476
BWN12101,-5,__import__,1428841
BWN12101,-5,__import__,1472909
BWN12101,-5,__import__,1414525
BWN12101,-5,__import__,1392124
BWN12101,-5,__import__,1434978
BWN12101,-5,__import__,1542048
BWN12101,-5,__import__,1391993
BWN12101,-5,__import__,1454305
BWN12101,-5,__import__,1423393
BWN12101,-5,__import__,1411174
BWN12101,-5,__import__,1460308
BWN12101,-5,__import__,1366193
BWN12101,-5,__import__,1425459
BWN12101,-5,__import__,1407151
BWN12101,-5,__import__,1407494
BWN12101,-5,__import__,1492311
BWN12101,-5,__import__,1415771
BWN12101,-5,__import__,1433462
BWN12101,-5,__import__,1442554
BWN12101,-5,__import__,1412657
BWN12101,-5,__import__,1416303
BWN12101,-5,__import__,1384382
BWN12101,-5,__import__,1392278
BWN12101,-5,__import__,1373301
BWN12101,-5,__import__,1465134
BWN12101,-5,__import__,1507847
BWN12101,-5,__import__,1412861
BWN12101,-5,__import__,1368811
BWN12101,-5,__import__,1369670
BWN12101,-5,__import__,1438274
BWN12101,-5,__import__,1418846
BWN12101,-5,__import__,1454710
BWN12101,-5,__import__,1372840
BWN12101,-5,__import__,1799159
BWN12101,-5,__import__,1575266
BWN12101,-5,__import__,1363499
BWN12101,-5,__import__,1433874
BWN12101,-5,__import__,1466484
BWN12101,-5,__import__,1443030
BWN12101,-5,__import__,1384926
BWN12101,-5,__import__,1412393
BWN12101,-5,__import__,1367218
BWN12101,-5,__import__,1423221
BWN12101,-5,__import__,1807747
BWN12101,-5,__import__,1666325
BWN12101,-5,__import__,1501412
BWN12101,-5,__import__,1576000
BWN12101,-5,__import__,1479660
BWN12101,-5,__import__,1382249
BWN12101,-5,__import__,1437804
BWN12101,-5,__import__,1373248
BWN12101,-5,__import__,1691528
BWN12101,-5,__import__,1479845
BWN12101,-5,__import__,1411809
BWN12101,-5,__import__,1383888
BWN12101,-5,__import__,1423444
BWN12101,-5,__import__,1409370
BWN12101,-5,__import__,1371298
BWN12101,-5,__import__,1385685
BWN12101,-5,__import__,1430466
BWN12101,-5,__import__,1477731
BWN12101,-5,__import__,1399320
BWN12101,-5,__import__,1399501
BWN12101,-5,__import__,1441553
BWN12101,-5,__import__,1453380
BWN12101,-5,__import__,1497006
BWN12101,-5,__import__,1464709
BWN12101,-5,__import__,1439621
BWN12101,-5,__import__,1382511
BWN12101,-5,__import__,1399200
BWN12101,-5,__import__,1378006
BWN12101,-5,__import__,1390004
BWN12101,-5,__import__,1420557
BWN12101,-5,__import__,1387078
BWN12101,-5,__import__,1452351
BWN12101,-5,__import__,1394343
BWN12101,-5,__import__,1414165
